vid_path,id_label,label,category
clips\92\18.MOV,92,LONGANISA,FOOD
clips\0\10.MOV,0,GOOD MORNING,GREETING
clips\39\3.MOV,39,OCTOBER,CALENDAR
clips\46\4.MOV,46,FRIDAY,DAYS
clips\56\14.MOV,56,GRANDFATHER,FAMILY
clips\50\14.MOV,50,TOMORROW,DAYS
clips\59\0.MOV,59,AUNTIE,FAMILY
clips\26\17.MOV,26,SEVEN,NUMBER
clips\39\10.MOV,39,OCTOBER,CALENDAR
clips\17\3.MOV,17,CORRECT,SURVIVAL
clips\1\14.MOV,1,GOOD AFTERNOON,GREETING
clips\69\7.MOV,69,BLIND,RELATIONSHIPS
clips\69\13.MOV,69,BLIND,RELATIONSHIPS
clips\35\14.MOV,35,JUNE,CALENDAR
clips\59\6.MOV,59,AUNTIE,FAMILY
clips\8\16.MOV,8,YOURE WELCOME,GREETING
clips\39\5.MOV,39,OCTOBER,CALENDAR
clips\94\16.MOV,94,CRAB,FOOD
clips\78\2.MOV,78,YELLOW,COLOR
clips\20\1.MOV,20,ONE,NUMBER
clips\3\16.MOV,3,HELLO,GREETING
clips\43\7.MOV,43,TUESDAY,DAYS
clips\22\3.MOV,22,THREE,NUMBER
clips\77\16.MOV,77,WHITE,COLOR
clips\59\8.MOV,59,AUNTIE,FAMILY
clips\70\1.MOV,70,DEAF BLIND,RELATIONSHIPS
clips\102\11.MOV,102,WINE,DRINK
clips\51\12.MOV,51,YESTERDAY,DAYS
clips\55\15.MOV,55,DAUGHTER,FAMILY
clips\23\7.MOV,23,FOUR,NUMBER
clips\26\12.MOV,26,SEVEN,NUMBER
clips\21\12.MOV,21,TWO,NUMBER
clips\42\3.MOV,42,MONDAY,DAYS
clips\49\10.MOV,49,TODAY,DAYS
clips\34\2.MOV,34,MAY,CALENDAR
clips\21\13.MOV,21,TWO,NUMBER
clips\67\8.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\73\13.MOV,73,GREEN,COLOR
clips\41\10.MOV,41,DECEMBER,CALENDAR
clips\26\0.MOV,26,SEVEN,NUMBER
clips\35\10.MOV,35,JUNE,CALENDAR
clips\72\18.MOV,72,BLUE,COLOR
clips\43\6.MOV,43,TUESDAY,DAYS
clips\55\14.MOV,55,DAUGHTER,FAMILY
clips\33\5.MOV,33,APRIL,CALENDAR
clips\18\0.MOV,18,SLOW,SURVIVAL
clips\7\7.MOV,7,THANK YOU,GREETING
clips\82\18.MOV,82,VIOLET,COLOR
clips\85\11.MOV,85,BREAD,FOOD
clips\46\2.MOV,46,FRIDAY,DAYS
clips\76\1.MOV,76,BLACK,COLOR
clips\25\0.MOV,25,SIX,NUMBER
clips\32\11.MOV,32,MARCH,CALENDAR
clips\75\0.MOV,75,BROWN,COLOR
clips\76\3.MOV,76,BLACK,COLOR
clips\1\1.MOV,1,GOOD AFTERNOON,GREETING
clips\96\10.MOV,96,COLD,DRINK
clips\75\12.MOV,75,BROWN,COLOR
clips\36\8.MOV,36,JULY,CALENDAR
clips\72\7.MOV,72,BLUE,COLOR
clips\9\14.MOV,9,SEE YOU TOMORROW,GREETING
clips\47\11.MOV,47,SATURDAY,DAYS
clips\10\4.MOV,10,UNDERSTAND,SURVIVAL
clips\45\15.MOV,45,THURSDAY,DAYS
clips\102\16.MOV,102,WINE,DRINK
clips\66\3.MOV,66,DEAF,RELATIONSHIPS
clips\36\11.MOV,36,JULY,CALENDAR
clips\35\5.MOV,35,JUNE,CALENDAR
clips\102\5.MOV,102,WINE,DRINK
clips\4\0.MOV,4,HOW ARE YOU,GREETING
clips\32\9.MOV,32,MARCH,CALENDAR
clips\56\2.MOV,56,GRANDFATHER,FAMILY
clips\64\18.MOV,64,MAN,RELATIONSHIPS
clips\20\2.MOV,20,ONE,NUMBER
clips\80\0.MOV,80,GRAY,COLOR
clips\26\16.MOV,26,SEVEN,NUMBER
clips\24\7.MOV,24,FIVE,NUMBER
clips\35\6.MOV,35,JUNE,CALENDAR
clips\92\8.MOV,92,LONGANISA,FOOD
clips\7\10.MOV,7,THANK YOU,GREETING
clips\33\12.MOV,33,APRIL,CALENDAR
clips\58\19.MOV,58,UNCLE,FAMILY
clips\0\13.MOV,0,GOOD MORNING,GREETING
clips\41\5.MOV,41,DECEMBER,CALENDAR
clips\23\1.MOV,23,FOUR,NUMBER
clips\99\3.MOV,99,COFFEE,DRINK
clips\101\3.MOV,101,BEER,DRINK
clips\48\17.MOV,48,SUNDAY,DAYS
clips\49\5.MOV,49,TODAY,DAYS
clips\85\9.MOV,85,BREAD,FOOD
clips\1\18.MOV,1,GOOD AFTERNOON,GREETING
clips\40\2.MOV,40,NOVEMBER,CALENDAR
clips\82\0.MOV,82,VIOLET,COLOR
clips\8\3.MOV,8,YOURE WELCOME,GREETING
clips\42\6.MOV,42,MONDAY,DAYS
clips\6\3.MOV,6,NICE TO MEET YOU,GREETING
clips\83\0.MOV,83,LIGHT,COLOR
clips\66\2.MOV,66,DEAF,RELATIONSHIPS
clips\8\11.MOV,8,YOURE WELCOME,GREETING
clips\91\4.MOV,91,RICE,FOOD
clips\54\9.MOV,54,SON,FAMILY
clips\25\5.MOV,25,SIX,NUMBER
clips\34\12.MOV,34,MAY,CALENDAR
clips\39\13.MOV,39,OCTOBER,CALENDAR
clips\36\7.MOV,36,JULY,CALENDAR
clips\92\9.MOV,92,LONGANISA,FOOD
clips\10\10.MOV,10,UNDERSTAND,SURVIVAL
clips\84\4.MOV,84,DARK,COLOR
clips\37\9.MOV,37,AUGUST,CALENDAR
clips\43\8.MOV,43,TUESDAY,DAYS
clips\7\19.MOV,7,THANK YOU,GREETING
clips\79\7.MOV,79,ORANGE,COLOR
clips\79\16.MOV,79,ORANGE,COLOR
clips\21\19.MOV,21,TWO,NUMBER
clips\75\14.MOV,75,BROWN,COLOR
clips\52\14.MOV,52,FATHER,FAMILY
clips\11\16.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\74\17.MOV,74,RED,COLOR
clips\69\0.MOV,69,BLIND,RELATIONSHIPS
clips\24\11.MOV,24,FIVE,NUMBER
clips\90\3.MOV,90,SPAGHETTI,FOOD
clips\27\7.MOV,27,EIGHT,NUMBER
clips\45\7.MOV,45,THURSDAY,DAYS
clips\19\14.MOV,19,FAST,SURVIVAL
clips\9\0.MOV,9,SEE YOU TOMORROW,GREETING
clips\44\7.MOV,44,WEDNESDAY,DAYS
clips\15\4.MOV,15,YES,SURVIVAL
clips\100\8.MOV,100,TEA,DRINK
clips\13\14.MOV,13,DON’T KNOW,SURVIVAL
clips\5\8.MOV,5,IM FINE,GREETING
clips\102\4.MOV,102,WINE,DRINK
clips\68\2.MOV,68,WEELCHAIR PERSON,RELATIONSHIPS
clips\97\3.MOV,97,JUICE,DRINK
clips\68\7.MOV,68,WEELCHAIR PERSON,RELATIONSHIPS
clips\94\19.MOV,94,CRAB,FOOD
clips\46\0.MOV,46,FRIDAY,DAYS
clips\75\19.MOV,75,BROWN,COLOR
clips\34\11.MOV,34,MAY,CALENDAR
clips\49\9.MOV,49,TODAY,DAYS
clips\94\13.MOV,94,CRAB,FOOD
clips\20\10.MOV,20,ONE,NUMBER
clips\2\19.MOV,2,GOOD EVENING,GREETING
clips\45\3.MOV,45,THURSDAY,DAYS
clips\59\17.MOV,59,AUNTIE,FAMILY
clips\4\18.MOV,4,HOW ARE YOU,GREETING
clips\63\5.MOV,63,GIRL,RELATIONSHIPS
clips\99\19.MOV,99,COFFEE,DRINK
clips\68\1.MOV,68,WEELCHAIR PERSON,RELATIONSHIPS
clips\63\1.MOV,63,GIRL,RELATIONSHIPS
clips\79\6.MOV,79,ORANGE,COLOR
clips\68\15.MOV,68,WEELCHAIR PERSON,RELATIONSHIPS
clips\101\1.MOV,101,BEER,DRINK
clips\34\5.MOV,34,MAY,CALENDAR
clips\50\20.MOV,50,TOMORROW,DAYS
clips\8\1.MOV,8,YOURE WELCOME,GREETING
clips\87\17.MOV,87,FISH,FOOD
clips\12\4.MOV,12,KNOW,SURVIVAL
clips\41\13.MOV,41,DECEMBER,CALENDAR
clips\9\19.MOV,9,SEE YOU TOMORROW,GREETING
clips\95\3.MOV,95,HOT,DRINK
clips\0\6.MOV,0,GOOD MORNING,GREETING
clips\18\17.MOV,18,SLOW,SURVIVAL
clips\97\19.MOV,97,JUICE,DRINK
clips\69\3.MOV,69,BLIND,RELATIONSHIPS
clips\84\10.MOV,84,DARK,COLOR
clips\43\12.MOV,43,TUESDAY,DAYS
clips\20\13.MOV,20,ONE,NUMBER
clips\61\7.MOV,61,PARENTS,FAMILY
clips\84\11.MOV,84,DARK,COLOR
clips\27\11.MOV,27,EIGHT,NUMBER
clips\90\11.MOV,90,SPAGHETTI,FOOD
clips\6\1.MOV,6,NICE TO MEET YOU,GREETING
clips\45\14.MOV,45,THURSDAY,DAYS
clips\5\2.MOV,5,IM FINE,GREETING
clips\41\3.MOV,41,DECEMBER,CALENDAR
clips\17\8.MOV,17,CORRECT,SURVIVAL
clips\26\18.MOV,26,SEVEN,NUMBER
clips\35\13.MOV,35,JUNE,CALENDAR
clips\8\15.MOV,8,YOURE WELCOME,GREETING
clips\97\6.MOV,97,JUICE,DRINK
clips\51\8.MOV,51,YESTERDAY,DAYS
clips\41\18.MOV,41,DECEMBER,CALENDAR
clips\90\12.MOV,90,SPAGHETTI,FOOD
clips\100\6.MOV,100,TEA,DRINK
clips\40\11.MOV,40,NOVEMBER,CALENDAR
clips\23\4.MOV,23,FOUR,NUMBER
clips\39\17.MOV,39,OCTOBER,CALENDAR
clips\39\16.MOV,39,OCTOBER,CALENDAR
clips\90\19.MOV,90,SPAGHETTI,FOOD
clips\28\8.MOV,28,NINE ,NUMBER
clips\65\9.MOV,65,WOMAN,RELATIONSHIPS
clips\93\7.MOV,93,SHRIMP,FOOD
clips\85\2.MOV,85,BREAD,FOOD
clips\99\8.MOV,99,COFFEE,DRINK
clips\5\0.MOV,5,IM FINE,GREETING
clips\18\5.MOV,18,SLOW,SURVIVAL
clips\65\19.MOV,65,WOMAN,RELATIONSHIPS
clips\78\15.MOV,78,YELLOW,COLOR
clips\103\14.MOV,103,SUGAR,DRINK
clips\7\14.MOV,7,THANK YOU,GREETING
clips\63\7.MOV,63,GIRL,RELATIONSHIPS
clips\3\7.MOV,3,HELLO,GREETING
clips\19\8.MOV,19,FAST,SURVIVAL
clips\39\4.MOV,39,OCTOBER,CALENDAR
clips\8\10.MOV,8,YOURE WELCOME,GREETING
clips\96\7.MOV,96,COLD,DRINK
clips\41\14.MOV,41,DECEMBER,CALENDAR
clips\55\4.MOV,55,DAUGHTER,FAMILY
clips\0\3.MOV,0,GOOD MORNING,GREETING
clips\44\5.MOV,44,WEDNESDAY,DAYS
clips\55\18.MOV,55,DAUGHTER,FAMILY
clips\99\4.MOV,99,COFFEE,DRINK
clips\88\6.MOV,88,MEAT,FOOD
clips\98\18.MOV,98,MILK,DRINK
clips\8\13.MOV,8,YOURE WELCOME,GREETING
clips\10\1.MOV,10,UNDERSTAND,SURVIVAL
clips\50\13.MOV,50,TOMORROW,DAYS
clips\45\19.MOV,45,THURSDAY,DAYS
clips\73\1.MOV,73,GREEN,COLOR
clips\30\14.MOV,30,JANUARY,CALENDAR
clips\64\4.MOV,64,MAN,RELATIONSHIPS
clips\26\3.MOV,26,SEVEN,NUMBER
clips\10\2.MOV,10,UNDERSTAND,SURVIVAL
clips\40\10.MOV,40,NOVEMBER,CALENDAR
clips\54\14.MOV,54,SON,FAMILY
clips\38\18.MOV,38,SEPTEMBER,CALENDAR
clips\82\1.MOV,82,VIOLET,COLOR
clips\81\2.MOV,81,PINK,COLOR
clips\35\8.MOV,35,JUNE,CALENDAR
clips\2\17.MOV,2,GOOD EVENING,GREETING
clips\17\21.MOV,17,CORRECT,SURVIVAL
clips\90\16.MOV,90,SPAGHETTI,FOOD
clips\54\8.MOV,54,SON,FAMILY
clips\39\6.MOV,39,OCTOBER,CALENDAR
clips\43\19.MOV,43,TUESDAY,DAYS
clips\50\6.MOV,50,TOMORROW,DAYS
clips\52\2.MOV,52,FATHER,FAMILY
clips\19\10.MOV,19,FAST,SURVIVAL
clips\21\15.MOV,21,TWO,NUMBER
clips\92\6.MOV,92,LONGANISA,FOOD
clips\91\8.MOV,91,RICE,FOOD
clips\101\18.MOV,101,BEER,DRINK
clips\40\7.MOV,40,NOVEMBER,CALENDAR
clips\54\11.MOV,54,SON,FAMILY
clips\100\16.MOV,100,TEA,DRINK
clips\80\18.MOV,80,GRAY,COLOR
clips\49\17.MOV,49,TODAY,DAYS
clips\21\14.MOV,21,TWO,NUMBER
clips\41\11.MOV,41,DECEMBER,CALENDAR
clips\59\3.MOV,59,AUNTIE,FAMILY
clips\80\14.MOV,80,GRAY,COLOR
clips\65\0.MOV,65,WOMAN,RELATIONSHIPS
clips\60\4.MOV,60,COUSIN,FAMILY
clips\16\15.MOV,16,WRONG,SURVIVAL
clips\94\18.MOV,94,CRAB,FOOD
clips\29\1.MOV,29,TEN,NUMBER
clips\6\5.MOV,6,NICE TO MEET YOU,GREETING
clips\14\13.MOV,14,NO,SURVIVAL
clips\74\7.MOV,74,RED,COLOR
clips\95\6.MOV,95,HOT,DRINK
clips\32\8.MOV,32,MARCH,CALENDAR
clips\0\12.MOV,0,GOOD MORNING,GREETING
clips\20\19.MOV,20,ONE,NUMBER
clips\97\4.MOV,97,JUICE,DRINK
clips\7\18.MOV,7,THANK YOU,GREETING
clips\87\12.MOV,87,FISH,FOOD
clips\89\15.MOV,89,CHICKEN,FOOD
clips\92\14.MOV,92,LONGANISA,FOOD
clips\76\9.MOV,76,BLACK,COLOR
clips\80\10.MOV,80,GRAY,COLOR
clips\84\1.MOV,84,DARK,COLOR
clips\55\19.MOV,55,DAUGHTER,FAMILY
clips\25\11.MOV,25,SIX,NUMBER
clips\6\19.MOV,6,NICE TO MEET YOU,GREETING
clips\92\0.MOV,92,LONGANISA,FOOD
clips\43\9.MOV,43,TUESDAY,DAYS
clips\33\17.MOV,33,APRIL,CALENDAR
clips\17\11.MOV,17,CORRECT,SURVIVAL
clips\3\15.MOV,3,HELLO,GREETING
clips\56\4.MOV,56,GRANDFATHER,FAMILY
clips\71\9.MOV,71,MARRIED,RELATIONSHIPS
clips\15\0.MOV,15,YES,SURVIVAL
clips\8\6.MOV,8,YOURE WELCOME,GREETING
clips\65\10.MOV,65,WOMAN,RELATIONSHIPS
clips\37\13.MOV,37,AUGUST,CALENDAR
clips\29\3.MOV,29,TEN,NUMBER
clips\97\0.MOV,97,JUICE,DRINK
clips\35\11.MOV,35,JUNE,CALENDAR
clips\55\1.MOV,55,DAUGHTER,FAMILY
clips\28\19.MOV,28,NINE ,NUMBER
clips\58\5.MOV,58,UNCLE,FAMILY
clips\16\11.MOV,16,WRONG,SURVIVAL
clips\88\5.MOV,88,MEAT,FOOD
clips\43\5.MOV,43,TUESDAY,DAYS
clips\85\18.MOV,85,BREAD,FOOD
clips\63\12.MOV,63,GIRL,RELATIONSHIPS
clips\66\10.MOV,66,DEAF,RELATIONSHIPS
clips\64\13.MOV,64,MAN,RELATIONSHIPS
clips\25\17.MOV,25,SIX,NUMBER
clips\7\17.MOV,7,THANK YOU,GREETING
clips\11\15.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\94\7.MOV,94,CRAB,FOOD
clips\53\5.MOV,53,MOTHER,FAMILY
clips\94\11.MOV,94,CRAB,FOOD
clips\75\3.MOV,75,BROWN,COLOR
clips\87\19.MOV,87,FISH,FOOD
clips\36\18.MOV,36,JULY,CALENDAR
clips\15\9.MOV,15,YES,SURVIVAL
clips\72\16.MOV,72,BLUE,COLOR
clips\103\16.MOV,103,SUGAR,DRINK
clips\49\6.MOV,49,TODAY,DAYS
clips\16\2.MOV,16,WRONG,SURVIVAL
clips\46\12.MOV,46,FRIDAY,DAYS
clips\101\10.MOV,101,BEER,DRINK
clips\87\9.MOV,87,FISH,FOOD
clips\89\16.MOV,89,CHICKEN,FOOD
clips\27\18.MOV,27,EIGHT,NUMBER
clips\65\2.MOV,65,WOMAN,RELATIONSHIPS
clips\14\16.MOV,14,NO,SURVIVAL
clips\88\14.MOV,88,MEAT,FOOD
clips\37\20.MOV,37,AUGUST,CALENDAR
clips\38\19.MOV,38,SEPTEMBER,CALENDAR
clips\33\19.MOV,33,APRIL,CALENDAR
clips\77\14.MOV,77,WHITE,COLOR
clips\77\17.MOV,77,WHITE,COLOR
clips\71\8.MOV,71,MARRIED,RELATIONSHIPS
clips\33\0.MOV,33,APRIL,CALENDAR
clips\12\2.MOV,12,KNOW,SURVIVAL
clips\103\5.MOV,103,SUGAR,DRINK
clips\28\12.MOV,28,NINE ,NUMBER
clips\65\4.MOV,65,WOMAN,RELATIONSHIPS
clips\10\12.MOV,10,UNDERSTAND,SURVIVAL
clips\23\16.MOV,23,FOUR,NUMBER
clips\48\19.MOV,48,SUNDAY,DAYS
clips\24\10.MOV,24,FIVE,NUMBER
clips\9\5.MOV,9,SEE YOU TOMORROW,GREETING
clips\23\12.MOV,23,FOUR,NUMBER
clips\10\17.MOV,10,UNDERSTAND,SURVIVAL
clips\11\9.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\12\18.MOV,12,KNOW,SURVIVAL
clips\57\19.MOV,57,GRANDMOTHER,FAMILY
clips\82\13.MOV,82,VIOLET,COLOR
clips\25\3.MOV,25,SIX,NUMBER
clips\74\1.MOV,74,RED,COLOR
clips\89\9.MOV,89,CHICKEN,FOOD
clips\34\9.MOV,34,MAY,CALENDAR
clips\70\5.MOV,70,DEAF BLIND,RELATIONSHIPS
clips\76\7.MOV,76,BLACK,COLOR
clips\1\8.MOV,1,GOOD AFTERNOON,GREETING
clips\2\12.MOV,2,GOOD EVENING,GREETING
clips\39\18.MOV,39,OCTOBER,CALENDAR
clips\49\15.MOV,49,TODAY,DAYS
clips\61\14.MOV,61,PARENTS,FAMILY
clips\58\6.MOV,58,UNCLE,FAMILY
clips\59\14.MOV,59,AUNTIE,FAMILY
clips\31\2.MOV,31,FEBRUARY,CALENDAR
clips\53\1.MOV,53,MOTHER,FAMILY
clips\50\11.MOV,50,TOMORROW,DAYS
clips\22\17.MOV,22,THREE,NUMBER
clips\87\8.MOV,87,FISH,FOOD
clips\81\6.MOV,81,PINK,COLOR
clips\63\16.MOV,63,GIRL,RELATIONSHIPS
clips\104\14.MOV,104,NO SUGAR,DRINK
clips\84\0.MOV,84,DARK,COLOR
clips\31\3.MOV,31,FEBRUARY,CALENDAR
clips\71\16.MOV,71,MARRIED,RELATIONSHIPS
clips\31\15.MOV,31,FEBRUARY,CALENDAR
clips\3\14.MOV,3,HELLO,GREETING
clips\27\9.MOV,27,EIGHT,NUMBER
clips\62\6.MOV,62,BOY,RELATIONSHIPS
clips\36\16.MOV,36,JULY,CALENDAR
clips\31\0.MOV,31,FEBRUARY,CALENDAR
clips\24\8.MOV,24,FIVE,NUMBER
clips\103\11.MOV,103,SUGAR,DRINK
clips\39\8.MOV,39,OCTOBER,CALENDAR
clips\35\1.MOV,35,JUNE,CALENDAR
clips\87\4.MOV,87,FISH,FOOD
clips\10\19.MOV,10,UNDERSTAND,SURVIVAL
clips\54\13.MOV,54,SON,FAMILY
clips\88\19.MOV,88,MEAT,FOOD
clips\28\4.MOV,28,NINE ,NUMBER
clips\80\13.MOV,80,GRAY,COLOR
clips\50\17.MOV,50,TOMORROW,DAYS
clips\36\4.MOV,36,JULY,CALENDAR
clips\91\11.MOV,91,RICE,FOOD
clips\99\10.MOV,99,COFFEE,DRINK
clips\78\11.MOV,78,YELLOW,COLOR
clips\67\17.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\93\16.MOV,93,SHRIMP,FOOD
clips\60\2.MOV,60,COUSIN,FAMILY
clips\17\10.MOV,17,CORRECT,SURVIVAL
clips\14\7.MOV,14,NO,SURVIVAL
clips\72\5.MOV,72,BLUE,COLOR
clips\47\1.MOV,47,SATURDAY,DAYS
clips\78\1.MOV,78,YELLOW,COLOR
clips\80\4.MOV,80,GRAY,COLOR
clips\6\17.MOV,6,NICE TO MEET YOU,GREETING
clips\72\17.MOV,72,BLUE,COLOR
clips\79\11.MOV,79,ORANGE,COLOR
clips\39\19.MOV,39,OCTOBER,CALENDAR
clips\76\17.MOV,76,BLACK,COLOR
clips\13\10.MOV,13,DON’T KNOW,SURVIVAL
clips\60\3.MOV,60,COUSIN,FAMILY
clips\35\12.MOV,35,JUNE,CALENDAR
clips\62\8.MOV,62,BOY,RELATIONSHIPS
clips\74\11.MOV,74,RED,COLOR
clips\53\13.MOV,53,MOTHER,FAMILY
clips\6\2.MOV,6,NICE TO MEET YOU,GREETING
clips\54\10.MOV,54,SON,FAMILY
clips\42\0.MOV,42,MONDAY,DAYS
clips\70\9.MOV,70,DEAF BLIND,RELATIONSHIPS
clips\2\11.MOV,2,GOOD EVENING,GREETING
clips\54\3.MOV,54,SON,FAMILY
clips\63\14.MOV,63,GIRL,RELATIONSHIPS
clips\72\9.MOV,72,BLUE,COLOR
clips\72\15.MOV,72,BLUE,COLOR
clips\40\13.MOV,40,NOVEMBER,CALENDAR
clips\103\0.MOV,103,SUGAR,DRINK
clips\9\12.MOV,9,SEE YOU TOMORROW,GREETING
clips\73\11.MOV,73,GREEN,COLOR
clips\48\18.MOV,48,SUNDAY,DAYS
clips\52\7.MOV,52,FATHER,FAMILY
clips\62\9.MOV,62,BOY,RELATIONSHIPS
clips\90\15.MOV,90,SPAGHETTI,FOOD
clips\97\8.MOV,97,JUICE,DRINK
clips\96\18.MOV,96,COLD,DRINK
